NOME_CURSO,IES,UF,pergunta,categoria,enunciado,media,n,rank,ano
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,5.863636363636363,22,1,2014
Geografia (Licenciatura) (120777),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.859649122807017,57,1,2014
Engenharia Ambiental (112282),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.85,20,1,2014
Engenharia Ambiental (112282),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.85,20,3,2014
Geografia (Licenciatura) (120777),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.842105263157895,57,4,2014
Engenharia Ambiental (112282),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.833333333333333,18,1,2014
Letras-Português (Licenciatura) (1160083),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.833333333333333,18,2,2014
Letras-Português (Licenciatura) (1160083),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.833333333333333,18,2,2014
Letras-Português (Licenciatura) (1160083),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.833333333333333,18,1,2014
Letras-Português (Licenciatura) (1160083),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.833333333333333,18,2,2014
Letras-Português (Licenciatura) (1160083),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.833333333333333,18,1,2014
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.826086956521739,23,3,2014
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.826086956521738,23,3,2014
Engenharia Elétrica (13438),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.801526717557252,131,2,2014
NA (313449),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.800000000000001,15,4,2014
NA (313449),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.800000000000001,15,1,2014
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.782608695652174,23,3,2014
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,61,Infraestrutura,As condições de infraestrutura das salas de aula foram adequadas.,5.782608695652173,23,2,2014
Letras-Português (Licenciatura) (1160083),UFCG,PB,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,5.777777777777778,18,2,2014
Letras-Português (Licenciatura) (1160083),UFCG,PB,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,5.777777777777778,18,1,2014
Letras-Português (Licenciatura) (1160083),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.777777777777778,18,2,2014
Letras-Português (Licenciatura) (1160083),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.777777777777778,18,2,2014
Pedagogia (Licenciatura) (13410),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.775193798449612,129,5,2014
Geografia (Licenciatura) (120777),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.771929824561403,57,6,2014
Ciências Sociais (Licenciatura) (13436),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.771428571428571,35,5,2014
Pedagogia (Licenciatura) (13452),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.7631578947368425,38,3,2014
Pedagogia (Licenciatura) (13452),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.763157894736842,38,6,2014
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.753623188405797,69,1,2014
Pedagogia (Licenciatura) (13410),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.751937984496124,129,4,2014
Engenharia Ambiental (112282),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.750000000000001,20,2,2014
Engenharia Ambiental (112282),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.75,20,1,2014
Engenharia Ambiental (112282),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.75,20,4,2014
Engenharia Ambiental (112282),UFCG,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.75,20,2,2014
NA (13420),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.75,24,2,2014
Pedagogia (Licenciatura) (13410),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.75,128,3,2014
